id	image	3D viewer	name	category	super-category	wnsynsetkey	foundIn	hasMultipleObjects	support
0211f873fcc137aedd9d9984604d97965fc9c75f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0211f873fcc137aedd9d9984604d97965fc9c75f	Versailles Bed -	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0235b214f27bbe9539c1b9ca31a6ebd252f92c77		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0235b214f27bbe9539c1b9ca31a6ebd252f92c77	SET OF 3 LACE PRINT STORAGE JARS				kitchen	TRUE	
0299806a0f7bfcfe1b574d57834d8208c0f8c035		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0299806a0f7bfcfe1b574d57834d8208c0f8c035	Lynx bedroom 5ft bedstead	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
030425595d318ba1c3ed6d7e1ae6c7571966a91c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.030425595d318ba1c3ed6d7e1ae6c7571966a91c	Universal Cutlery Cabinet - Mahogany				kitchen,dining room	TRUE	
034f7968cb012ada5f89b24cad2de34a2b9d0967		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.034f7968cb012ada5f89b24cad2de34a2b9d0967	Cooke & Lewis Shaftesbury Acrylic Rectangular Straight Bath (L)1700mm (W)700mm	bathtub	bathroom_fixtures	bathtub.n.01	bathroom	TRUE	
0352b60a2cb2ebc831195c8a85bc6519a0c98cf8		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0352b60a2cb2ebc831195c8a85bc6519a0c98cf8	Colton Leather CK Platform Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0394a9d79148ddbc8709ad1d2aa0e26199e53bac		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0394a9d79148ddbc8709ad1d2aa0e26199e53bac	Set of 6 assorted shot glasses	drinkware	dining_ware	shot_glass.n.01	kitchen,dining room	TRUE	
03ae6268b350d210dc4a83bae454c144b5f8496e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.03ae6268b350d210dc4a83bae454c144b5f8496e	Coloured Stripes Pottery Line Art Vibe Utensil Pot				kitchen	TRUE	
04de480a0fc7f11db643d9ff3cb266f08339179e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.04de480a0fc7f11db643d9ff3cb266f08339179e	FORMA CERAMIC SALT AND PEPPER PAIR				kitchen,dining room	TRUE	
051620a6f2f3dd1b7e9f23e4420480fe34571da3		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.051620a6f2f3dd1b7e9f23e4420480fe34571da3	Laufen KARTELL Regal/rack/rack				bathroom	TRUE	
05a1ef56573f9ba54a7d35f35040632e3c76789f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.05a1ef56573f9ba54a7d35f35040632e3c76789f	Natural Flair - Bean Shape Table Set				dining room	TRUE	
05c8cc910f1fb261c4ffe6e7fb7ae7c7d9974cf3		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.05c8cc910f1fb261c4ffe6e7fb7ae7c7d9974cf3	Hayden  Full Roomsaver Bed, White	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
05ca2f40f8bd3319435503eb37d72b8bd6d60577		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.05ca2f40f8bd3319435503eb37d72b8bd6d60577	HjemEiendomsmegling - Dining			dining_area.n.01	living room,dining room	TRUE	
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0635cf178f34b7e470e33f6af1d2e3dc62e0ad29	Rustic bookcase	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
0717aadbd993e18f2bc72c813b082cbaa01ec4ea		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0717aadbd993e18f2bc72c813b082cbaa01ec4ea	Trousers Hanger				bedroom	TRUE	
076a39bd580b76413ea7128c6b124a8ef7231b76		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.076a39bd580b76413ea7128c6b124a8ef7231b76	PAOLA NAVONE TEA CUP AND SAUCER			cup.n.01,saucer.n.02	kitchen,dining room	TRUE	
0779a895bf5f96ff8eb58c8fc6598c6ebf1562d2		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0779a895bf5f96ff8eb58c8fc6598c6ebf1562d2	Colton King Storage Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
077b4aad95f9bcb3954d0ce719605f6a08cd253f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.077b4aad95f9bcb3954d0ce719605f6a08cd253f	Vitale Outdoor Dining Set White			dining_area.n.01	patio	TRUE	
077e89a3eaf208c3939c8da59b5b44ed23bd180d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.077e89a3eaf208c3939c8da59b5b44ed23bd180d	Wooden Candle Holders			candle.n.01,candlestick.n.01		TRUE	
07b5f9f8af63b743e8a31bb5a8c89004dd3238d5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.07b5f9f8af63b743e8a31bb5a8c89004dd3238d5	Stainless Steel Zack Nexus Pen Pot					TRUE	
084c10a6e8faf36d5dd8b20c9eab56664690fb77		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.084c10a6e8faf36d5dd8b20c9eab56664690fb77	140 cm dressed desk				office	TRUE	
0890f052e9d1e12ba5b8dc019cb075f0785e3070		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0890f052e9d1e12ba5b8dc019cb075f0785e3070	Alaska slatted bedstead	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
08d386c25702f0613120b54e2b0615b4e4d198f7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.08d386c25702f0613120b54e2b0615b4e4d198f7	4 Tier Book Shelve Inspired By Marcel Breuer	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
0924d64196703536e3528cf55c80498f101697d3		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0924d64196703536e3528cf55c80498f101697d3	Dornbracht JUST / Villeroy & Boch SQUARO EDGE Badewanne/Baignoire/Vasca da bagno 	bathtub	bathroom_fixtures	bathtub.n.01	bathroom	TRUE	
0971f66bd1aa541deec9029477ab6ebca773cb5e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0971f66bd1aa541deec9029477ab6ebca773cb5e	Herb pot set - recycled tyres	potted_plant	plant	pot_plant.n.01	living room	TRUE	
098172d6d9a91a9b773f40fa4279017932fa6adc		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.098172d6d9a91a9b773f40fa4279017932fa6adc	Hampton Court - Kitchen Total				kitchen	TRUE	
098786c84741c4f692a5c745ae27d167215e4af4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.098786c84741c4f692a5c745ae27d167215e4af4	Logan Queen Panel Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0a172f2702ec99b7009cd9b5022569c2b3e757c4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0a172f2702ec99b7009cd9b5022569c2b3e757c4	Tom Aikens knife block				kitchen	TRUE	
0a3e0a10ec97c41a36939e89b0591d2cfe5e41e1		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0a3e0a10ec97c41a36939e89b0591d2cfe5e41e1	Jasper Table and 4 Chairs Set, White			dining_area.n.01	living room,dining room	TRUE	
0a774a900aaf346b2d115d80ab153f3c3da01448		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0a774a900aaf346b2d115d80ab153f3c3da01448	Jack-and-Molly-Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0ad85902da0211d4439630d8f217340abdcfff2d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0ad85902da0211d4439630d8f217340abdcfff2d	YOO OH Kitchen 250, EARTH				kitchen	TRUE	
0b59186ccfcbbd9189379ec8c34d02ceea9ae3d8		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0b59186ccfcbbd9189379ec8c34d02ceea9ae3d8	Blue Pot Plant Candle	potted_plant	plant	pot_plant.n.01	living room	TRUE	
0beafd328570557822699c24506597c4a71e88a6		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0beafd328570557822699c24506597c4a71e88a6	ProCasa Tre Badewanne Trapez/baignoire trapeze 180 x 140/70 x 49	bathtub	bathroom_fixtures	bathtub.n.01	bathroom	TRUE	
0c62443b455166e6f30ed633695dd5d1059773a5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0c62443b455166e6f30ed633695dd5d1059773a5	Brassline Bed, Queen Bed, Oak	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0c7a526ded3363bddc2f8335689548c25a0dfb5c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0c7a526ded3363bddc2f8335689548c25a0dfb5c	Define Bar Tools				kitchen,dining room	TRUE	
0cde4e2c29781dd8ba67ab0713b684c17cb625a3		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0cde4e2c29781dd8ba67ab0713b684c17cb625a3	Kitchen Cabinet with Sink	cabinet	storage_furniture	sink_cabinet.n.01	kitchen	TRUE	
0ce32f140400176aa09faa2e869adc288dc427ce		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0ce32f140400176aa09faa2e869adc288dc427ce	Casa King Storage Bed, Black	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
0d16ac77fb67e31f3754e6116fa58cf6a24c7222		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0d16ac77fb67e31f3754e6116fa58cf6a24c7222	Arteriors # O'Connor Decanters (Set of Three)	bottle	liquid_container	carafe.n.01	kitchen,dining room	TRUE	
0d21963042ca491cabb06e69088ada5c25b00f07		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0d21963042ca491cabb06e69088ada5c25b00f07	Pink glass perfume bottles				bedroom	TRUE	
0da92a74866b0bb0459528ad790edb7353a209a2		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0da92a74866b0bb0459528ad790edb7353a209a2	Kitchen				kitchen	TRUE	
0df79a116fc0b650af57895b8c76d70b91dec6af		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0df79a116fc0b650af57895b8c76d70b91dec6af	YOO OH Kitchen				kitchen	TRUE	
0e7814191d538d9819ccbd2f9289680da2d82f29		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0e7814191d538d9819ccbd2f9289680da2d82f29	Dusche/douche Duscholux Bella Vita Plus 90 x 120 cm	shower	bathroom_fixtures	shower_stall.n.01	bathroom	TRUE	
0f0a109cb69b1f0a8785dd2f3dbd7e4cc4d53390		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0f0a109cb69b1f0a8785dd2f3dbd7e4cc4d53390	Magnolia Home Dove Grey Hall Bench With Storage by Joanna Gaines	bench	seating_furniture	bench.n.01	living room,dining room	TRUE	
0f74f9a6781d2bd17622b0a8ffd796fee0d9ec21		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.0f74f9a6781d2bd17622b0a8ffd796fee0d9ec21	Revolve Lenox King Bed, White Leather	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
100c548ca4c67b08414ce00a67f9528d34a6457d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.100c548ca4c67b08414ce00a67f9528d34a6457d	HjemEiendomsmegling - Dining			dining_area.n.01	living room,dining room	TRUE	
103a70c6e8d54ac0cfc0fe28d66a8bea6b7c9144		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.103a70c6e8d54ac0cfc0fe28d66a8bea6b7c9144	Westshore 5 Piece Counter Set With Radical Silver Stools			dining_area.n.01	living room,dining room	TRUE	
107ab343439753fc640cb53e6ec4f2554cf195c2		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.107ab343439753fc640cb53e6ec4f2554cf195c2	White Stacking Breakfast Crockery Set &amp; Stand				kitchen,dining room	TRUE	
107ddd6b933e25132eb9f31c7dd260e1019242d9		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.107ddd6b933e25132eb9f31c7dd260e1019242d9	Toscana 84 Inch 9 Piece Rectangle Dining with Alexa White Chairs, Cognac			dining_area.n.01	living room,dining room	TRUE	
1107ecf4cf443f17649e715fe563a95a9441fe53		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1107ecf4cf443f17649e715fe563a95a9441fe53	Multi divider bookcase	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
113a21be17366c457243ec7ef2a794e565c9713c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.113a21be17366c457243ec7ef2a794e565c9713c	2 PIECE SET METAL GALVANIZED LANTERNS					TRUE	
11d8560589680a5f48a2456a4f60ba8617e87d04		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.11d8560589680a5f48a2456a4f60ba8617e87d04	ProCasa Tre Dusche/douche, 160 x 90 x 2	shower	bathroom_fixtures	shower_stall.n.01	bathroom	TRUE	
11e1226225e420fe40fba0b5bfc7ec05ff26cb84		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.11e1226225e420fe40fba0b5bfc7ec05ff26cb84	Papilio bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1295b1a036e8653bd73c59ad75080680c437c932		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1295b1a036e8653bd73c59ad75080680c437c932	YOO OH Kitchen 200, EARTH				kitchen	TRUE	
1388270c7f27a56d274c87614bfba00644d7b1aa		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1388270c7f27a56d274c87614bfba00644d7b1aa	Caden 7 Piece Counter Set			dining_area.n.01	living room,dining room	TRUE	
139fc054cdad38bf412ce9dfbed886d8f7214239		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.139fc054cdad38bf412ce9dfbed886d8f7214239	Bath towel			towel.n.01	bathroom	TRUE	
146cd2ec7a14bdb10650a1ea233cdd1b899e82eb		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.146cd2ec7a14bdb10650a1ea233cdd1b899e82eb	HOCK - LOFT DUMBBELLS SET 1-5KG				gym	TRUE	
146d8a6fd4b0af2910fc7ec126b883ea606ab461		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.146d8a6fd4b0af2910fc7ec126b883ea606ab461	Multi-Colour Mixing Bowls, Set of 5				kitchen	TRUE	
149883641df778c30c5871ebbcc8ff276ed337af		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.149883641df778c30c5871ebbcc8ff276ed337af	- Arbete Bookshelf Black	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
14b3e1dc9d205d870aa611f8871153007527749e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.14b3e1dc9d205d870aa611f8871153007527749e	Magnolia Home Laverty Queen Metal Bed By Joanna Gaines	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
14bd057b9085e00fa3dabc364224bcbfba1a98d4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.14bd057b9085e00fa3dabc364224bcbfba1a98d4	Toscana 84 Inch 9 Piece Rectangle Dining with Alexa Charcoal Chairs, Cognac			dining_area.n.01	living room,dining room	TRUE	
14d6cc6f2d9591f4012fa648aa0c592e6e2f5fce		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.14d6cc6f2d9591f4012fa648aa0c592e6e2f5fce	Daven set od 2 storage boxes				bedroom,living room	TRUE	
14e8799e403d80d90fdde4f99f185946d7b24b9b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.14e8799e403d80d90fdde4f99f185946d7b24b9b	Jensen King Leather Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
15e93992f3b1701be4d745761e99d5e637f19055		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.15e93992f3b1701be4d745761e99d5e637f19055	French Factory, Book Shelf	shelves	storage_funiture	bookcase.n.01		TRUE	
162a4a364ed121e816bad0b97b707beb41a95271		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.162a4a364ed121e816bad0b97b707beb41a95271	2 PIECE SET GEAR BOOKENDS					TRUE	
168286ceb4f9758dc69789c4d41b5238e0c2c817		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.168286ceb4f9758dc69789c4d41b5238e0c2c817	Artisan kitchen				kitchen	TRUE	
18001ee6243e7971a30a03de4b484d2706651f94		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.18001ee6243e7971a30a03de4b484d2706651f94	Domino large Bookcase	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
1824ebc4ca214bfd381f9842d8c5553544eda628		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1824ebc4ca214bfd381f9842d8c5553544eda628	Mateo Full Panel Bed With Single 3 Drawer Storage Unit, White	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
18c9adbe23ed21f44dbc28f4bb87b79b29498c8d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.18c9adbe23ed21f44dbc28f4bb87b79b29498c8d	Outdoor Andaz Dining Table With 4 Pilo Side Chairs, Grey			dining_area.n.01	patio	TRUE	
195f559a978060a9ff2a31b10b47e4277d76bfdb		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.195f559a978060a9ff2a31b10b47e4277d76bfdb	Haynes Queen Platform Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1ad751bb0c0eb0d32c2f7402c890463a651556ee		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1ad751bb0c0eb0d32c2f7402c890463a651556ee	BLAKE 8 seater grey aluminium garden dining table and two benches				patio	TRUE	
1af1ab03d05d55191e40e6b069788877377c0a9a		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1af1ab03d05d55191e40e6b069788877377c0a9a	Malloy Queen Storage Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1b0fca622e09ed4c826886b1b56913c6333d370b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1b0fca622e09ed4c826886b1b56913c6333d370b	Crescent 180X210 Bed -Hg White/L.Oak	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1b414727f2af7f6ba339777ef5be6fcec518daf6		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1b414727f2af7f6ba339777ef5be6fcec518daf6	Kitchen Furniture Collection				kitchen	TRUE	
1b583238d6351379093ac7ac1df38699568bb4ec		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1b583238d6351379093ac7ac1df38699568bb4ec	Carla Wine Table				kitchen	TRUE	
1bb872312075cd9058956444f877ccc25ba88011		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1bb872312075cd9058956444f877ccc25ba88011	Vitoria Double Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1be4b1c157dc5302fa89f789d7da64e7236b0fc4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1be4b1c157dc5302fa89f789d7da64e7236b0fc4	Summit Twin Roomsaver Bed W/2-Drw Captains Trundle, Caramel	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1be5cd51ede285b890bd8a85284c94cf30409ed7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1be5cd51ede285b890bd8a85284c94cf30409ed7	Cassie Eastern King Panel Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1bea223fa960cd335b77d6c6085e21da019634a5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1bea223fa960cd335b77d6c6085e21da019634a5	Kincaid California King Panel Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1c0d554fba3ef35acd10b575f28b05a30ac76504		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1c0d554fba3ef35acd10b575f28b05a30ac76504	Dylan II Full Platform Bed	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1cdcc88935c2babba66677fa1d95aee0e6a410f3		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1cdcc88935c2babba66677fa1d95aee0e6a410f3	Gloss four cube bookshelf	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
1d0ef0bd5ec62ba68d79c3a4025c9e50e53ae301		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1d0ef0bd5ec62ba68d79c3a4025c9e50e53ae301	Extendable Bookends				office	TRUE	
1d8c555b5635a8fc89ac59b47cb40988d3e91243		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1d8c555b5635a8fc89ac59b47cb40988d3e91243	Deja Vu black distressed solid wood hand carved tall bookcase	shelves	storage_funiture	bookcase.n.01	living room	TRUE	
1d935e1cc10a5cc4d8f4a08b75079dc50bc9fbe0		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1d935e1cc10a5cc4d8f4a08b75079dc50bc9fbe0	Dawson Full Panel Bed, White	bed	sleeping_furniture	bed.n.01	bedroom	TRUE	
1d9428d7e29de283d7e13cda8e006e9b83782e9a		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1d9428d7e29de283d7e13cda8e006e9b83782e9a	Joseph Joseph Small Storage Jar, Set of 3, Black				kitchen	TRUE	
1e4e58bf53e51df27beeb774b5d70818de124068		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1e4e58bf53e51df27beeb774b5d70818de124068	Children's Accessories School Desk &amp; Chair Set	table	support_furniture	desk.n.01	kids room	TRUE	
1e5f2201cc9bb1d55871aac979996d1280fc71ac		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1e5f2201cc9bb1d55871aac979996d1280fc71ac	Table with 2 leaning chairs			dining_area.n.01	living room,dining room	TRUE	
1e6bc2701cdd6471d97f02b1dc374209a710d5cd		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.1e6bc2701cdd6471d97f02b1dc374209a710d5cd	Matias 7 Piece Dining Set With Cobbler Chairs, Brown			dining_area.n.01	living room,dining room	TRUE	
